id,qa_type,result,subject_id,witness_path,detail
2e6365be-0a7a-5d48-b01a-845beb014012,visual,failed,60a2cb71-2aa1-5917-9379-f7f55474c01a,R011-B004R v4 build/visual diagnostic; 00_control/DECISION_LOG.md#D020; rejected candidate was not admitted,"The v4 build proved that setting the review-local parts list topsep, partopsep, and parsep to 0 had no pagination effect: exercise 1.44 parts (b) and (c) remained alone on the severely underfilled page. The ineffective list-glue override was therefore rejected and removed."
2eab9c0e-3297-5e72-a7f6-b7ef05b90b69,build,passed,b9823605-b359-533a-9cb9-84628fa32225,qa/b009-backend-final/evidence/R011-B009_CANDIDATE_BUILD_QA.json,The exact 426-page candidate PDF has byte-identical pass-3/pass-4 identities and remains unpromoted.
3343307e-ca42-5191-8279-68f60f80a2dc,build,passed,a8a23f45-0dff-5b16-9969-c4824145de1e,qa/b003-build/final/main.log; output/pdf/statistika-berbasis-data-batas-R011-B003.pdf,"Final passes 14 and 15 produced the same 21,547,628-byte, 424-page PDF (SHA-256 21bada951ac8d7cd551e79a92d0e16fccec7d77d8c8cd78a23ea9babd78e6645); fatal, undefined-reference, rerun-warning, and missing-destination counts are zero."
347fc1ec-c0cf-59c2-9b39-67e55a944b40,topology,passed,38d29400-2764-5109-a7fd-d245c7e52b17,backend/exports/views/exercises_answers.csv,"R011-B003 represents exercises 1.13-1.28 in source order, exactly eight odd public appendix solutions, and eight distinct O001 gaps for the even exercises without public upstream answers."
365076fc-a6c4-5d88-ad1f-66f334882b8f,language,passed,38d29400-2764-5109-a7fd-d245c7e52b17,backend/exports/locales/id-ID/localizations.jsonl,"Twenty-five R011-B003 source-bound target slices cover the complete Section 1.3 body, all sixteen exercises, and all eight public odd answers with exact spans and declared protected-token deltas."
3d93afbd-9e1f-5447-bc74-eaa8c2f8b780,rights,passed,d7955a56-864b-500a-a33b-7c476b342c7e,qa/b007-assets/B007_CANONICAL_PROMOTION_RECEIPT.json,"Five source PDFs, three source R producers, inference.RData, three promoted localized producers, five localized PDFs, and five exact adjacent English witnesses are hash-bound; final file-by-file rights closure remains deferred."
3e05b13f-11e0-515e-8454-6a705a672fd1,source,passed,4a0f5bef-95db-5c6c-ae94-097778cff15d,00_control/ADVERSE_LEDGER.jsonl#R011-ADV-0065-R011-ADV-0069,Five high-confidence upstream source/accessibility corrections SC-B006-001..005 are held for one deduplicated end-of-corpus report; ten derivative-only language/layout corrections ADV-0070..0079 are explicitly excluded from upstream reporting.
3f2f1855-d01d-579c-9cba-1fd1843b6c39,accessibility,partial,a8a23f45-0dff-5b16-9969-c4824145de1e,output/pdf/statistika-berbasis-data-batas-R011-B003.pdf,"Catalog language is id-ID, but the 424-page interim PDF is untagged and has no StructTreeRoot; a final accessible reader remains required for the complete corpus."
415aae5b-2ffe-5e97-ba14-11478d30b67c,build,passed,3c7b35cb-6d4d-593f-83fb-823f691fe6c9,qa/b004-build/final-v5/main.log; qa/b004-build/final-v5/main.fls; qa/b004-build/final-v5/console-pass3.txt; qa/b004-build/final-v5/console-pass4.txt; output/pdf/statistika-berbasis-data-batas-R011-B004.pdf,"Final passes 3 and 4 produced the same 21,550,787-byte, 423-page PDF (SHA-256 2289191ca7dcb55a84f699e13bd6d3a910bb82022d7f9cdb83a8e6137b897970); fatal, undefined-reference, rerun-warning, and missing-destination counts are zero, and the recorder binds the isolated final-v5 source snapshot."
419a5b67-bc64-5509-8aa0-858fa7541e8c,asset,passed,76fde769-00ca-5b62-beb4-758042182d84,repo/ch_intro_to_data/figures/figureShowingBlocking/R011-B004_FIGURE_REPLAY.json,"Two independent source-equivalent Python vector replays are byte-identical; all 54 identities, 22/32 risk counts, 11/11/16/16 allocations, 288-by-504-point media box, Indonesian labels, and absence of raster/Symbol/Dingbats dependencies are asserted."
4517c6f9-7878-5439-98c2-7aceefab2ce7,language,passed,841f68d2-9ccf-5af0-98df-193bec67b9ac,qa/R011-B006_REPAIR_RECEIPT.json,"Seventeen exact substitutions implementing ADV-0070..0076 replay in reverse to the pre-repair source identities; instructional order and numeric data are unchanged, and the rejected v1 candidate was never promoted."
451e0062-7789-5630-ae0a-63570ba1c8c6,accessibility,partial,231de4a4-f904-50d9-bcb4-ec725d0b436b,output/pdf/statistika-berbasis-data-batas-R011-B001.pdf,"Catalog language is id-ID, but the PDF is untagged and has no StructTreeRoot; this is recorded as an additive-accessibility limitation, not a bounded-publication blocker."
454e42c2-e065-5b72-9016-18e910a5a5d2,visual,passed,939f1132-c085-53b3-b199-907ba7434561,qa/R011-B006_VISUAL_AUDIT_V4.json,"All 17 bound B006 candidate pages pass full-resolution visual inspection with P0/P1/P2/P3 all zero and no clipping, overlap, truncation, stranded continuation, underfill, centering, or localized-figure defect."
4819273b-bb15-53af-a0a4-91e57efac267,source,passed,aa6de920-293e-53d9-bae5-bdb90e35f8f4,qa/R011-B005_SOURCE_QA.json; qa/R011-B005_TARGET_MANIFEST.tsv,"The twice-replayed B005 source gate admits exactly 1,182 files / 41,144,346 bytes with no errors."
4869d3a5-bd8f-5854-8c30-fa28d1e1d315,visual,passed,8474c291-c36a-52a5-ae26-1144edbc5a5d,qa/b008-backend-final-v3/exports/evidence/R011-B008_BUILD_ONLY_VISUAL_SANITY_V3.json,"All nine full-resolution scope pages pass the independent build-lane visual inspection with no clipping, overlap, or unreadable glyphs."
4919107a-27e0-584a-bd1f-672b4714df1f,build,passed,69766a93-7e18-5e0a-881f-cd49aaf7e84d,qa/R011-B004R_BUILD_QA.json; qa/b004r-build/final-v5/main.log; qa/b004r-build/final-v5/main.fls; qa/b004r-build/final-v5/console-pass3.txt; qa/b004r-build/final-v5/console-pass4.txt; output/pdf/statistika-berbasis-data-batas-R011-B004R.pdf,"Build receipt 81c00a0928a8c78135384d93724f27a1a49df580c2f1b37e17b63fcd3a16971f passed both write-time and read-only replay. Final passes 3 and 4 produced the same 21,982,189-byte, 423-page PDF (SHA-256 8fe971ed49d4e4f54fbd1aa37c82b093d03608ca345f95bda423b57f326d6c97); fatal, LaTeX, undefined-reference/citation, rerun, missing-character, and missing-destination counts are zero."
4a684c0c-fcc3-5bda-b0ce-69032766e40e,build,passed,f7913e76-ea30-5138-b919-2e77f302e4a1,qa/R011-B006_BUILD_QA_V4.json,"The supplied final V4 build receipt proves byte-identical final passes, a 424-page id-ID reviewed candidate, zero missing link targets, and full visual acceptance; it truthfully records that candidate-PDF promotion was not performed."
4f2afd1f-cf20-5c92-8e84-86e5e5105e1c,build,passed,b9823605-b359-533a-9cb9-84628fa32225,qa/R011-B007_BUILD_QA.json,The terminal PDF is byte-identical across consecutive passes and the final build receipt closes all nonvisual and visual checks.
4f3f8797-3b56-5aa7-9ff4-8b3dc1848158,source,passed,60a2cb71-2aa1-5917-9379-f7f55474c01a,00_control/ADVERSE_LEDGER.jsonl#R011-ADV-0059-R011-ADV-0062,Four high-confidence review defects are explicit derivative corrections and are held for one deduplicated end-of-corpus report.
4fcf24ac-11f1-5868-a4a5-28f32b4cf6f7,build,blocked,4855a03b-af6e-56cc-ad3b-7d0f5e26745e,,"Final V2 PDF, build/visual receipts, and final review-source identity are external parameters and are not emitted or claimed by this source stage."
54c4c38f-d306-51f6-bb78-c294b40c6385,language,passed,aa6de920-293e-53d9-bae5-bdb90e35f8f4,qa/b005-backend/exports/evidence/R011-B005_TERMINOLOGY.csv,"All 46 B005 controlled terms R011-TERM-0076..0121 have stable concept and id-ID term identities, introduction relations, and prerequisite edges."
5504b0fc-e7dc-5c79-81a8-3bf3bf45f633,asset,passed,4d7e1beb-821d-5a81-b350-46eb6bf05f55,qa/b009-backend-final/evidence/R011-B009_FIGURE_LOCALIZATION_RECEIPT.json,"Eight main localized PDFs, eight exact PDF witnesses, eight producer witnesses, roulette photo, and four swing-voter lineage assets are hash-bound."
562588b5-ae30-5073-9ae1-6451f7ed205d,translation_overlay,passed,ef7f55d2-6426-5c6b-a525-29e747da8d0b,backend/exports/core/segments.jsonl; backend/exports/locales/id-ID/localizations.jsonl,"Ten source-bound target slices cover the complete Section 1.4 body, all six exercises, and all three public odd answers with exact spans and declared protected-token deltas."
5a0c8c11-64a7-50c7-9824-2ef15086cb39,privacy,passed,d7955a56-864b-500a-a33b-7c476b342c7e,qa/b007-backend/exports/evidence/R011-B007_PRIVACY_SANITIZATION_RECEIPT.json,All inherited active localization provenance is neutralized with stable IDs and prior-record hashes retained; affected historical evidence is emitted only as receipt-bound sanitized copies; the full staged payload scan requires zero requester-token and local-profile-path hits.
5bfa9a06-a05d-585e-8e8a-5aab862adc6f,topology,passed,4d7e1beb-821d-5a81-b350-46eb6bf05f55,qa/b009-backend-final/evidence/R011-B009_BACKEND_PLAN.json,"53 units, 64 source segments/localizations, 12 EoCE exercises, six public answers, and six explicit O001 gaps are ordered and linked."
6455490a-75ee-54ed-91a2-fe540b671ad3,visual,passed,d7955a56-864b-500a-a33b-7c476b342c7e,qa/b007-assets/B007_CANONICAL_PROMOTION_RECEIPT.json,All 13 canonical destinations match the promotion receipt exactly; P0-P3 are zero and both point-heavy assets preserve their source coordinate multisets with every point visible in Poppler and MuPDF.
66bf45d2-3b40-5b5c-9ba0-64a2373f08d1,source,passed,4855a03b-af6e-56cc-ad3b-7d0f5e26745e,qa/b008-backend-final-v3/exports/evidence/R011-B008_SOURCE_QA_V3.json,"The 1,206-file V3 source manifest passes 30/30 checks; only the review-exercise layout member changed from V2."
6c505b0c-afb3-5b00-87e4-a3527b919505,visual,passed,69766a93-7e18-5e0a-881f-cd49aaf7e84d,qa/R011-B004R_BUILD_QA.json#visual_qa; qa/b004r-render/final-v5/FINAL_MANIFEST.tsv; qa/b004r-render/final-v5/review-contact.png; qa/b004r-render/final-v5/answers-contact.png,"Seven inspected page renders plus two contact sheets total 9 images / 8,865,606 bytes and cover pages 36-40 and 386-387 at 150 dpi. Full-resolution inspection found P1/P2/P3=0/0/0, no localized-figure defect, exercise 1.44(a)-(c) complete on page 39, the Chapter 2 opener on page 40, and a clean public-answer-to-forward-B005 boundary."
6cff3c1c-298d-5ed4-8f05-3929851c68b4,visual,passed,b9823605-b359-533a-9cb9-84628fa32225,qa/b009-backend-final/evidence/R011-B009_VISUAL_AUDIT.json,The bounded human visual audit passes all Chapter 3 and terminal index pages with no findings.
70400bf9-11ce-5e03-90f3-2eaf100fda08,asset,passed,4855a03b-af6e-56cc-ad3b-7d0f5e26745e,qa/b008-backend/exports/evidence/R011-B008_ASSET_MACHINE_QA.json,"Six localized PDFs, six English witnesses, and four canonical localized producers are hash-bound."
73c556b2-9ab9-5459-bf44-98bd3c887a9d,visual,passed,27323993-c63c-57ac-ba90-5e0b9457ab94,qa/R011-B006_LAYOUT_REPAIR_RECEIPT_V3.json,"Three exact layout-only substitutions implementing ADV-0077..0078 replay to the full rejected-v2 source snapshot and manifest; instructional content, order, mathematics, numeric data, assets, and figure bytes are unchanged, and v2 was never promoted."
746d26aa-0c8c-5d57-9cea-153eacedb84b,visual,passed,ebacdbc3-a620-5e9c-b720-04b08f2be6b2,qa/b002-render/FINAL_MANIFEST.tsv,"Twenty-five rendered witness pages (PDF pages 1-23 and 385-386; 5,985,650 image bytes) cover front matter, the complete B002 reader boundary, the intentional B003 transition, and the first-chapter public-answer transition with no manifest mismatch or extra file."
751ea646-58bf-5a59-b57c-c6cde239b60d,language,passed,c9faaa37-1ac5-54ae-b62f-1556d2b63374,backend/exports/locales/id-ID/localizations.jsonl,"Seventeen source-bound id-ID target slices, including public answers, were imported with exact target spans and SHA-256 values."
75517458-7352-504f-9714-39ff66c0dc26,source,passed,4a0f5bef-95db-5c6c-ae94-097778cff15d,qa/R011-B006_SOURCE_QA.json; qa/R011-B006_TARGET_MANIFEST.tsv,"The replayed post-repair B006 source gate admits exactly 1,195 files / 41,205,947 bytes with no active reader-visible English and no placeholders."
7560cec8-1b68-56ab-97b6-6ba3e7fc6798,source,passed,ef7f55d2-6426-5c6b-a525-29e747da8d0b,qa/R011-B004_SOURCE_QA.json; qa/R011-B004_TARGET_MANIFEST.tsv,"The frozen B004 source gate passed structure, mathematics, language-residue, exercise-answer, component-rights, figure-replay, all four D013 reflows, and exact snapshot checks for 1,156 target files totaling 40,207,756 bytes (manifest SHA-256 4004ca2779f6804b664df9aa5454f083597d36c1f897b452b463ab028c256c1d), explicitly excluding the forward unadmitted B005 delta."
87df5412-b239-5ab6-aaa2-4d2e3e8662ea,language,passed,4d7e1beb-821d-5a81-b350-46eb6bf05f55,qa/b009-backend-final/evidence/R011-B009_HANDOFF.json,All 64 target segments preserve normalized mathematical/operator and structural token skeletons; authorized differences are limited to translated TeX display prose/ordinals.
8a089ab8-932c-5d29-9594-e297058cb1f8,visual,passed,60a2cb71-2aa1-5917-9379-f7f55474c01a,repo/ch_intro_to_data/figures/eoce/*/REPLAY_RECEIPT.json,Both localized review figures have two byte-identical replays and component-specific visual/source-equivalence evidence.
8e4f5ce9-c1ab-51b7-9584-5648b49d0988,build,failed,b9823605-b359-533a-9cb9-84628fa32225,qa/upstream-baseline-build/main.log,LaTeX stopped at main.tex:86: Loading a class or package in a group; no PDF was produced.
90263b14-35f1-5654-821a-c33df665dff7,source,passed,b9823605-b359-533a-9cb9-84628fa32225,qa/R011-B003_SOURCE_QA.json; qa/R011-B003_TARGET_MANIFEST.tsv,"The frozen R011-B003 source gate passed structural, prefix/suffix, assessment-topology, language-residue, component-rights, asset-replay, and exact closure checks for 1,154 target files totaling 40,176,188 bytes (manifest SHA-256 8de42dbd11c745e3d0fe9c5cd8214deb0bad53d01ec74d267dddd5c2b40f1c32)."
9154f787-1320-59a4-b303-a8fae6e70e5c,visual,failed,60a2cb71-2aa1-5917-9379-f7f55474c01a,R011-B004R v3 build/visual diagnostic; rejected candidate was not admitted,"The v3 build applied the zero-extra inter-exercise gap, but visual inspection still found exercise 1.44 parts (b) and (c) orphaned on the severely underfilled page before the forced Chapter 2 opener."
954b15f4-cee0-5ae8-b044-bfb203ea050d,build,passed,ebacdbc3-a620-5e9c-b720-04b08f2be6b2,qa/b002-build/final/main.log; output/pdf/statistika-berbasis-data-batas-R011-B002.pdf,"Two consecutive deterministic final passes produced the same 424-page PDF; fatal, undefined-reference, and rerun-warning counts are zero."
96f431bd-b261-58fc-9c3b-f0c4b5622020,reproducibility,passed,38d29400-2764-5109-a7fd-d245c7e52b17,00_control/DECISION_LOG.md#D017; repo/ch_intro_to_data/figures/B003_FIGURE_REPLAY.json,"Decision D017 is enacted: all seven B003 generated figures are localized through frozen data and code-native R producers, with geometry, sampling selections, colors, data order, media boxes, immutable inputs, and separate GPL build-dependency governance preserved."
99bfe8ac-43d0-5ead-ba61-6c101beaa0fb,language,passed,d7955a56-864b-500a-a33b-7c476b342c7e,scratch/R011-B007-candidate/VALIDATION_RECEIPT.json,Complete reader-prose review found no unexplained English prose or visible English index residue.
9ddf4970-7140-5581-99fc-0daf2947fa29,rights,passed,d779fbdb-fa22-538b-98d8-daaed9b14df3,repo/ch_intro_to_data/TeX/case_study_using_stents_to_prevent_strokes.tex:36-42,"Component reuse authority remains unresolved, so the Indonesian edition excludes the figure and supplies a textual description instead."
9fa3ce1b-ecd3-5b41-a92e-4ad4d5266de7,admission,deferred,b9823605-b359-533a-9cb9-84628fa32225,qa/b009-backend-final/evidence/R011-B009_CANDIDATE_READER.pdf,"Backend candidate is complete and isolated; guarded admission, canonical promotion, publication, and upstream reporting remain separate transactions."
a127db13-9d17-5606-b3f6-874ad47fe14c,build,passed,b9823605-b359-533a-9cb9-84628fa32225,qa/first-boundary-build/pass1/main.log; output/pdf/statistika-berbasis-data-batas-R011-B001.pdf,"Complete localized build passed; two consecutive final passes produced byte-identical PDFs with SOURCE_DATE_EPOCH=1787184000 and FORCE_SOURCE_DATE=1; fatal, undefined-reference, and rerun-warning counts are zero."
a1484cab-3037-5c06-94a3-b25b1cd54189,visual,passed,285454df-b4e5-5ca8-a2e7-6993e5a33122,repo/ch_summarizing_data/figures/b005_prefix_replay/FINAL_RECEIPT.json,"The existing receipt binds all 18 directly referenced body PDFs, their producers, data identifiers, two byte-identical replays, vector invariance, residue checks, and manual visual PASS."
a19ed449-90ec-5761-b002-3cc224cb1c62,visual,passed,6391a386-fb76-5d7c-9d5d-0dc4ee0969b8,repo/ch_summarizing_data/figures/b005_eoce_closure/FINAL_RECEIPT.json,"All 13 exercise/public-answer assets pass deterministic replay, parser, embedding, residue, and visual QA; the mammal plot renders all 55 complete cases in Poppler and MuPDF."
a2d1b067-aedd-527a-82d2-d3a200e39a65,source,passed,b9823605-b359-533a-9cb9-84628fa32225,authority/UPSTREAM_AUTHORITY.json,"Commit, calculated tree, archive, and 1,143-file manifest are hash-bound."
aca5fe04-2c62-5bef-a47f-e294479e9b12,visual,passed,3e6a1471-1a27-56b5-9eb7-6ea4178af062,qa/R011-B006_LAYOUT_REPAIR_RECEIPT_V4.json,"One exact layout-only substitution implementing ADV-0079 replays to the full rejected-v3 source snapshot and manifest; exercise text, order, mathematics, numeric data, and assets are unchanged, and v3 was never promoted."
ae5eaa48-dd0a-5f04-98ba-20f5072e7eec,rights,passed,60a2cb71-2aa1-5917-9379-f7f55474c01a,00_control/COMPONENT_RIGHTS.csv,"Seattle public-domain data, Twemoji graphics, ggimage dependency code, and county_complete data are separately rights-bound."
b401e643-55b5-5f04-91d7-33075c76c4d3,language,passed,60a2cb71-2aa1-5917-9379-f7f55474c01a,backend/exports/views/segments_locale.csv,"Sixteen B004R source/target segment pairs cover the review heading, ten exercises, and five public answers."
bd407e33-f227-5671-8726-631b38b50c85,layout,passed,ef7f55d2-6426-5c6b-a525-29e747da8d0b,00_control/DECISION_LOG.md#D013; qa/R011-B004_SOURCE_QA.json#post_audit_reflow,"Decision D013 is applied at four bounded reader-flow seams: Section 1.4's exercise header, the transition into the Chapter 1 review, the print-only break before review exercise 1.42, and the review-only end-of-exercise spacing parameter. The localized 2.5 mm review gap preserves readable separation while chapter numbering, headings, exercises, source order, labels, mathematics, answers, margins, text size, and the Chapter 2 boundary remain unchanged."
be0e3b56-3f68-5d76-8ad5-70841e2982f2,math,passed,d7955a56-864b-500a-a33b-7c476b342c7e,qa/b007-assets/B007_ASSET_LOCALIZATION_RECEIPT.json,"Producer changes are bounded to localized presentation plus explicit Avandia N=1000; the promoted outputs passed two deterministic passes and two-renderer QA, with no exact Avandia R replay claimed."
c162887e-e8a3-58cc-acb6-01428d35dfc8,language,passed,9cf167d5-4320-5a32-b56f-605c6e7ff489,backend/exports/locales/id-ID/localizations.jsonl,"Sixteen R011-B002 source-bound target slices cover the complete Data basics section, all ten exercises, and all five public answers with exact spans and protected-token deltas."
c1cd154a-8aeb-5f25-b90c-629db18a26c6,visual,passed,b9823605-b359-533a-9cb9-84628fa32225,qa/R011-B007_VISUAL_AUDIT.json,Every receipt-bound full-resolution page passed operator review with P0-P3 all zero.
c7fe1816-c2ba-5acf-b733-3a4de112d693,visual,failed,60a2cb71-2aa1-5917-9379-f7f55474c01a,R011-B004R v2 build/visual diagnostic; rejected candidate was not admitted,"The first complete B004R v2 build split exercise 1.44 across pages, leaving only its three short question parts on a severely underfilled page before the forced Chapter 2 opener."
c84cd5b8-16f4-51c9-b0f4-f9f20aea7946,topology,passed,ef7f55d2-6426-5c6b-a525-29e747da8d0b,backend/exports/views/exercises_answers.csv,"R011-B004 represents exercises 1.29-1.34 in source order, exactly three odd public appendix solutions, and three distinct O001 gaps for the even exercises without public upstream answers."
cb7e5232-c7e5-5224-a3af-091a58ac6a19,accessibility,partial,69766a93-7e18-5e0a-881f-cd49aaf7e84d,qa/R011-B004R_BUILD_QA.json#links_and_structure; output/pdf/statistika-berbasis-data-batas-R011-B004R.pdf,"Catalog language is id-ID, but the 423-page boundary reader is untagged and has no StructTreeRoot; a final accessible reader remains required for the complete corpus."
cda43aba-0dd8-54cc-8497-fd34aca3b14e,build,failed,1a4c76f8-d2b3-57b7-bd10-ac9d94980614,R011-B004R build diagnostic; rejected candidate was not retained,The initial pypdf-cloned localized Seattle PDF was rejected after MiKTeX pdfTeX terminated with Windows status 0xC0000005 and MuPDF reported structural errors.
